region_id,region_name,state,date,doy,observed_ili,atypical_ili,anomaly_diff,forecast_expected,forecast_lower,forecast_upper
01043,Cullman County,AL,2020-02-16,47,4.5922666811,,0.0,,,
01021,Chilton County,AL,2020-02-16,47,5.1342099172,,,,,
01075,Lamar County,AL,2020-02-16,47,5.4288815148,,,,,
01071,Jackson County,AL,2020-02-16,47,4.5124377853,,,,,
01101,Montgomery County,AL,2020-02-16,47,4.6832423055,,0.0,,,
01085,Lowndes County,AL,2020-02-16,47,5.0652294747,,,,,
01123,Tallapoosa County,AL,2020-02-16,47,4.8090016869,,,,,
01051,Elmore County,AL,2020-02-16,47,4.9459337336,,0.0,,,
01087,Macon County,AL,2020-02-16,47,4.7522231805,,,,,
01017,Chambers County,AL,2020-02-16,47,4.9017363186,,,,,
01111,Randolph County,AL,2020-02-16,47,5.0056071461,,0.0,,,
01055,Etowah County,AL,2020-02-16,47,4.603128118,,0.0,,,
01105,Perry County,AL,2020-02-16,47,5.3275950457,,,,,
01099,Monroe County,AL,2020-02-16,47,5.0776793341,,,,,
01035,Conecuh County,AL,2020-02-16,47,4.6157879582,,,,,
01045,Dale County,AL,2020-02-16,47,4.5097896737,,0.0,,,
01019,Cherokee County,AL,2020-02-16,47,5.0375678453,,0.0,,,
01079,Lawrence County,AL,2020-02-16,47,5.3091412462,,,,,
01053,Escambia County,AL,2020-02-16,47,4.6087351092,,,,,
01121,Talladega County,AL,2020-02-16,47,4.9799486364,,0.0,,,
01023,Choctaw County,AL,2020-02-16,47,5.2337245516,,,,,
01103,Morgan County,AL,2020-02-16,47,4.6901390713,,0.0,,,
01027,Clay County,AL,2020-02-16,47,4.997913858,,,,,
01047,Dallas County,AL,2020-02-16,47,5.0480650224,,,,,
01073,Jefferson County,AL,2020-02-16,47,5.022675259,,0.0,,,
01031,Coffee County,AL,2020-02-16,47,4.502436147,,0.0,,,
01081,Lee County,AL,2020-02-16,47,4.6500254062,,0.0,,,
01127,Walker County,AL,2020-02-16,47,4.9077825262,,,,,
01029,Cleburne County,AL,2020-02-16,47,5.2197400681,,,,,
01049,DeKalb County,AL,2020-02-16,47,5.3906429991,,,,,
01033,Colbert County,AL,2020-02-16,47,6.1454941209,,0.0,,,
01125,Tuscaloosa County,AL,2020-02-16,47,5.3077858511,,0.0,,,
01025,Clarke County,AL,2020-02-16,47,4.5103725574,,,,,
01109,Pike County,AL,2020-02-16,47,4.5870727259,,,,,
01083,Limestone County,AL,2020-02-16,47,4.8080676115,,0.0,,,
01061,Geneva County,AL,2020-02-16,47,4.7116243281,,,,,
01005,Barbour County,AL,2020-02-16,47,4.4736836695,,,,,
01113,Russell County,AL,2020-02-16,47,4.6291659612,,0.0,,,
01117,Shelby County,AL,2020-02-16,47,4.9617650039,,0.0,,,
01067,Henry County,AL,2020-02-16,47,4.4731761728,,,,,
01091,Marengo County,AL,2020-02-16,47,5.1874109518,,,,,
01007,Bibb County,AL,2020-02-16,47,5.3565347555,,,,,
01039,Covington County,AL,2020-02-16,47,4.5212120766,,,,,
01095,Marshall County,AL,2020-02-16,47,4.7425259469,,0.0,,,
01001,Autauga County,AL,2020-02-16,47,5.2332890756,,0.0,,,
01065,Hale County,AL,2020-02-16,47,5.4610037132,,,,,
01093,Marion County,AL,2020-02-16,47,5.3617016203,,,,,
01077,Lauderdale County,AL,2020-02-16,47,6.1900962441,,0.0,,,
01003,Baldwin County,AL,2020-02-16,47,4.4668056979,,0.0,,,
01063,Greene County,AL,2020-02-16,47,5.5275719385,,,,,
01131,Wilcox County,AL,2020-02-16,47,4.8847089281,,,,,
01115,St. Clair County,AL,2020-02-16,47,4.7705581981,,0.0,,,
01119,Sumter County,AL,2020-02-16,47,5.7834974928,,,,,
01057,Fayette County,AL,2020-02-16,47,5.114693415,,,,,
01089,Madison County,AL,2020-02-16,47,4.962740061,,0.0,,,
01129,Washington County,AL,2020-02-16,47,5.1006963075,,,,,
01013,Butler County,AL,2020-02-16,47,4.6313167159,,,,,
01069,Houston County,AL,2020-02-16,47,4.2979744723,,0.0,,,
01133,Winston County,AL,2020-02-16,47,5.2097188166,,,,,
01015,Calhoun County,AL,2020-02-16,47,4.9217961731,,0.0,,,
01107,Pickens County,AL,2020-02-16,47,5.7576059412,,,,,
01037,Coosa County,AL,2020-02-16,47,4.966614762,,,,,
01009,Blount County,AL,2020-02-16,47,4.8165314945,,,,,
01041,Crenshaw County,AL,2020-02-16,47,4.6859859967,,,,,
01059,Franklin County,AL,2020-02-16,47,5.7999290012,,,,,
01011,Bullock County,AL,2020-02-16,47,4.6775105898,,,,,
01097,Mobile County,AL,2020-02-16,47,5.3586856515,,0.0,,,
01129,Washington County,AL,2020-02-17,48,5.0770986475,,,,,
01043,Cullman County,AL,2020-02-17,48,4.9517046618,,0.0,,,
01107,Pickens County,AL,2020-02-17,48,5.9447072155,,,,,
01041,Crenshaw County,AL,2020-02-17,48,4.8112410244,,,,,
01075,Lamar County,AL,2020-02-17,48,5.6482727624,,,,,
01127,Walker County,AL,2020-02-17,48,5.1777054112,,,,,
01067,Henry County,AL,2020-02-17,48,4.3881786713,,,,,
01059,Franklin County,AL,2020-02-17,48,5.8319627463,,,,,
01111,Randolph County,AL,2020-02-17,48,5.0333298325,,0.0,,,
01055,Etowah County,AL,2020-02-17,48,4.6887611844,,0.0,,,
01069,Houston County,AL,2020-02-17,48,4.1836854634,,0.0,,,
01119,Sumter County,AL,2020-02-17,48,5.8779437171,,,,,
01057,Fayette County,AL,2020-02-17,48,5.4862041694,,,,,
01063,Greene County,AL,2020-02-17,48,5.9374203521,,,,,
01115,St. Clair County,AL,2020-02-17,48,4.802647642,,0.0,,,
01065,Hale County,AL,2020-02-17,48,5.8867182613,,,,,
01117,Shelby County,AL,2020-02-17,48,5.3307492545,,0.0,,,
01061,Geneva County,AL,2020-02-17,48,4.6767248839,,,,,
01113,Russell County,AL,2020-02-17,48,4.4757204956,,0.0,,,
01125,Tuscaloosa County,AL,2020-02-17,48,5.6393677363,,0.0,,,
01049,DeKalb County,AL,2020-02-17,48,5.2810417504,,,,,
01109,Pike County,AL,2020-02-17,48,4.7639800417,,,,,
01045,Dale County,AL,2020-02-17,48,4.4391363401,,0.0,,,
01047,Dallas County,AL,2020-02-17,48,5.5386660404,,,,,
01073,Jefferson County,AL,2020-02-17,48,5.2847938932,,0.0,,,
01053,Escambia County,AL,2020-02-17,48,5.0300992434,,,,,
01121,Talladega County,AL,2020-02-17,48,4.9548126371,,0.0,,,
01123,Tallapoosa County,AL,2020-02-17,48,4.9436668565,,,,,
01051,Elmore County,AL,2020-02-17,48,5.061194832,,0.0,,,
01071,Jackson County,AL,2020-02-17,48,4.4702230951,,,,,
01087,Macon County,AL,2020-02-17,48,4.9715114692,,,,,
01099,Monroe County,AL,2020-02-17,48,5.4767227236,,,,,
01017,Chambers County,AL,2020-02-17,48,4.973146689,,,,,
01013,Butler County,AL,2020-02-17,48,5.0756454326,,,,,
01089,Madison County,AL,2020-02-17,48,4.7367791269,,0.0,,,
01015,Calhoun County,AL,2020-02-17,48,4.8619121271,,0.0,,,
01021,Chilton County,AL,2020-02-17,48,5.4913819596,,,,,
01101,Montgomery County,AL,2020-02-17,48,4.7545640251,,0.0,,,
01023,Choctaw County,AL,2020-02-17,48,5.4527506212,,,,,
01019,Cherokee County,AL,2020-02-17,48,4.9425910078,,0.0,,,
01085,Lowndes County,AL,2020-02-17,48,5.435021853,,,,,
01093,Marion County,AL,2020-02-17,48,5.5000394337,,,,,
01005,Barbour County,AL,2020-02-17,48,4.4142308916,,,,,
01001,Autauga County,AL,2020-02-17,48,5.5679362095,,0.0,,,
01003,Baldwin County,AL,2020-02-17,48,4.5163032869,,0.0,,,
01095,Marshall County,AL,2020-02-17,48,4.7758152917,,0.0,,,
01011,Bullock County,AL,2020-02-17,48,4.8983572844,,,,,
01007,Bibb County,AL,2020-02-17,48,5.6995006505,,,,,
01009,Blount County,AL,2020-02-17,48,4.9457314302,,,,,
01097,Mobile County,AL,2020-02-17,48,5.3253023691,,0.0,,,
01091,Marengo County,AL,2020-02-17,48,5.5167555468,,,,,
01081,Lee County,AL,2020-02-17,48,4.7089892744,,0.0,,,
01105,Perry County,AL,2020-02-17,48,5.7230908945,,,,,
01029,Cleburne County,AL,2020-02-17,48,5.1344425042,,,,,
01103,Morgan County,AL,2020-02-17,48,4.8461047683,,0.0,,,
01079,Lawrence County,AL,2020-02-17,48,5.2855794408,,,,,
01033,Colbert County,AL,2020-02-17,48,6.2182617995,,0.0,,,
01035,Conecuh County,AL,2020-02-17,48,5.0211871701,,,,,
01031,Coffee County,AL,2020-02-17,48,4.7146465714,,0.0,,,
01133,Winston County,AL,2020-02-17,48,5.2267531694,,,,,
01131,Wilcox County,AL,2020-02-17,48,5.3756457778,,,,,
01077,Lauderdale County,AL,2020-02-17,48,6.2512101446,,0.0,,,
01083,Limestone County,AL,2020-02-17,48,5.1434188804,,0.0,,,
01039,Covington County,AL,2020-02-17,48,4.5698369827,,,,,
01025,Clarke County,AL,2020-02-17,48,4.8910131546,,,,,
01027,Clay County,AL,2020-02-17,48,4.8645647159,,,,,
01037,Coosa County,AL,2020-02-17,48,5.0341093662,,,,,
01091,Marengo County,AL,2020-02-18,49,5.142533176,,,,,
01067,Henry County,AL,2020-02-18,49,4.4181535681,,,,,
01113,Russell County,AL,2020-02-18,49,4.401874853,,0.0,,,
01107,Pickens County,AL,2020-02-18,49,5.2344988357,,,,,
01095,Marshall County,AL,2020-02-18,49,3.9802875604,,0.0,,,
01105,Perry County,AL,2020-02-18,49,5.2779384028,,,,,
01077,Lauderdale County,AL,2020-02-18,49,5.4207809014,,0.0,,,
01075,Lamar County,AL,2020-02-18,49,4.6676338181,,,,,
01065,Hale County,AL,2020-02-18,49,5.4029534671,,,,,
01093,Marion County,AL,2020-02-18,49,4.6746037363,,,,,
01073,Jefferson County,AL,2020-02-18,49,4.6630172139,,0.0,,,
01101,Montgomery County,AL,2020-02-18,49,4.4689327654,,0.0,,,
01083,Limestone County,AL,2020-02-18,49,4.3006025885,,0.0,,,
01109,Pike County,AL,2020-02-18,49,4.4653779226,,,,,
01085,Lowndes County,AL,2020-02-18,49,5.1058963884,,,,,
01071,Jackson County,AL,2020-02-18,49,3.6403037209,,,,,
01089,Madison County,AL,2020-02-18,49,4.0276882281,,0.0,,,
01097,Mobile County,AL,2020-02-18,49,4.9490207542,,0.0,,,
01079,Lawrence County,AL,2020-02-18,49,4.564789841,,,,,
01069,Houston County,AL,2020-02-18,49,4.1917363513,,0.0,,,
01103,Morgan County,AL,2020-02-18,49,4.0460500505,,0.0,,,
01099,Monroe County,AL,2020-02-18,49,5.1731438788,,,,,
01087,Macon County,AL,2020-02-18,49,4.6762551192,,,,,
01081,Lee County,AL,2020-02-18,49,4.1987913956,,0.0,,,
01111,Randolph County,AL,2020-02-18,49,4.5431670471,,0.0,,,
01027,Clay County,AL,2020-02-18,49,4.4868822505,,,,,
01025,Clarke County,AL,2020-02-18,49,4.6291983978,,,,,
01029,Cleburne County,AL,2020-02-18,49,4.5575842784,,,,,
01021,Chilton County,AL,2020-02-18,49,5.0409634359,,,,,
01023,Choctaw County,AL,2020-02-18,49,4.6635186066,,,,,
01037,Coosa County,AL,2020-02-18,49,4.6081948006,,,,,
01035,Conecuh County,AL,2020-02-18,49,4.7465428955,,,,,
01133,Winston County,AL,2020-02-18,49,4.4605270298,,,,,
01039,Covington County,AL,2020-02-18,49,4.2838761549,,,,,
01131,Wilcox County,AL,2020-02-18,49,4.9315625151,,,,,
01031,Coffee County,AL,2020-02-18,49,4.3897804054,,0.0,,,
01033,Colbert County,AL,2020-02-18,49,5.4025121428,,0.0,,,
01007,Bibb County,AL,2020-02-18,49,5.0794657396,,,,,
01009,Blount County,AL,2020-02-18,49,4.2373257679,,,,,
01001,Autauga County,AL,2020-02-18,49,5.2033558507,,0.0,,,
01005,Barbour County,AL,2020-02-18,49,4.4358215673,,,,,
01003,Baldwin County,AL,2020-02-18,49,4.3414629643,,0.0,,,
01017,Chambers County,AL,2020-02-18,49,4.4036400723,,,,,
01019,Cherokee County,AL,2020-02-18,49,4.1952218166,,0.0,,,
01011,Bullock County,AL,2020-02-18,49,4.6173342239,,,,,
01015,Calhoun County,AL,2020-02-18,49,4.4835240001,,0.0,,,
01013,Butler County,AL,2020-02-18,49,4.8191064266,,,,,
01059,Franklin County,AL,2020-02-18,49,5.0238737588,,,,,
01049,DeKalb County,AL,2020-02-18,49,4.2449836495,,,,,
01123,Tallapoosa County,AL,2020-02-18,49,4.5550335971,,,,,
01117,Shelby County,AL,2020-02-18,49,4.6637316815,,0.0,,,
01047,Dallas County,AL,2020-02-18,49,5.1211079643,,,,,
01125,Tuscaloosa County,AL,2020-02-18,49,5.0006741426,,0.0,,,
01053,Escambia County,AL,2020-02-18,49,4.73749138,,,,,
01121,Talladega County,AL,2020-02-18,49,4.403002194,,0.0,,,
01119,Sumter County,AL,2020-02-18,49,5.1132701334,,,,,
01055,Etowah County,AL,2020-02-18,49,4.0346407204,,0.0,,,
01051,Elmore County,AL,2020-02-18,49,4.665470744,,0.0,,,
01057,Fayette County,AL,2020-02-18,49,4.6888278205,,,,,
01063,Greene County,AL,2020-02-18,49,5.2835231427,,,,,
01043,Cullman County,AL,2020-02-18,49,4.2374115827,,0.0,,,
01115,St. Clair County,AL,2020-02-18,49,4.1662793761,,0.0,,,
01129,Washington County,AL,2020-02-18,49,4.7033013406,,,,,
01041,Crenshaw County,AL,2020-02-18,49,4.5793670621,,,,,
01061,Geneva County,AL,2020-02-18,49,4.4761193138,,,,,
01127,Walker County,AL,2020-02-18,49,4.4518319927,,,,,
01045,Dale County,AL,2020-02-18,49,4.4755053762,,0.0,,,
01119,Sumter County,AL,2020-02-19,50,5.4527672727,,,,,
01111,Randolph County,AL,2020-02-19,50,4.9115824392,,0.0,,,
01097,Mobile County,AL,2020-02-19,50,5.3324512479,,0.0,,,
01115,St. Clair County,AL,2020-02-19,50,4.8860223938,,0.0,,,
01117,Shelby County,AL,2020-02-19,50,5.3316614323,,0.0,,,
01095,Marshall County,AL,2020-02-19,50,4.3254083521,,0.0,,,
01113,Russell County,AL,2020-02-19,50,4.8360352395,,0.0,,,
01127,Walker County,AL,2020-02-19,50,4.9307267005,,,,,
01125,Tuscaloosa County,AL,2020-02-19,50,5.3679863039,,0.0,,,
01103,Morgan County,AL,2020-02-19,50,4.5219959985,,0.0,,,
01131,Wilcox County,AL,2020-02-19,50,5.6110790741,,,,,
01129,Washington County,AL,2020-02-19,50,4.9038601387,,,,,
01107,Pickens County,AL,2020-02-19,50,5.395313223,,,,,
01133,Winston County,AL,2020-02-19,50,4.7498100458,,,,,
01105,Perry County,AL,2020-02-19,50,5.7564040478,,,,,
01121,Talladega County,AL,2020-02-19,50,5.0303483272,,0.0,,,
01099,Monroe County,AL,2020-02-19,50,5.4773967895,,,,,
01109,Pike County,AL,2020-02-19,50,5.0062049076,,,,,
01101,Montgomery County,AL,2020-02-19,50,4.978652111,,0.0,,,
01123,Tallapoosa County,AL,2020-02-19,50,5.1123189684,,,,,
01021,Chilton County,AL,2020-02-19,50,5.6640488798,,,,,
01075,Lamar County,AL,2020-02-19,50,4.9824602354,,,,,
01023,Choctaw County,AL,2020-02-19,50,5.1635532506,,,,,
01037,Coosa County,AL,2020-02-19,50,5.1353223538,,,,,
01071,Jackson County,AL,2020-02-19,50,3.682165355,,,,,
01073,Jefferson County,AL,2020-02-19,50,5.2487953145,,0.0,,,
01057,Fayette County,AL,2020-02-19,50,5.1408785828,,,,,
01015,Calhoun County,AL,2020-02-19,50,5.0210852501,,0.0,,,
01079,Lawrence County,AL,2020-02-19,50,4.6786900218,,,,,
01039,Covington County,AL,2020-02-19,50,4.8527856562,,,,,
01019,Cherokee County,AL,2020-02-19,50,4.5623399957,,0.0,,,
01017,Chambers County,AL,2020-02-19,50,4.6886159501,,,,,
01055,Etowah County,AL,2020-02-19,50,4.4844579766,,0.0,,,
01077,Lauderdale County,AL,2020-02-19,50,5.5688409752,,0.0,,,
01065,Hale County,AL,2020-02-19,50,5.8093421262,,,,,
01029,Cleburne County,AL,2020-02-19,50,4.7578630589,,,,,
01033,Colbert County,AL,2020-02-19,50,5.5684087672,,0.0,,,
01061,Geneva County,AL,2020-02-19,50,4.9595804041,,,,,
01063,Greene County,AL,2020-02-19,50,5.7470975817,,,,,
01031,Coffee County,AL,2020-02-19,50,4.8826499733,,0.0,,,
01025,Clarke County,AL,2020-02-19,50,5.2419185468,,,,,
01069,Houston County,AL,2020-02-19,50,4.7233417982,,0.0,,,
01067,Henry County,AL,2020-02-19,50,4.7696891953,,,,,
01035,Conecuh County,AL,2020-02-19,50,5.1590252836,,,,,
01059,Franklin County,AL,2020-02-19,50,5.2146039588,,,,,
01027,Clay County,AL,2020-02-19,50,5.1733354992,,,,,
01005,Barbour County,AL,2020-02-19,50,4.7541848043,,,,,
01089,Madison County,AL,2020-02-19,50,4.3576190706,,0.0,,,
01045,Dale County,AL,2020-02-19,50,4.9514432153,,0.0,,,
01009,Blount County,AL,2020-02-19,50,4.8679833946,,,,,
01051,Elmore County,AL,2020-02-19,50,5.1129128388,,0.0,,,
01007,Bibb County,AL,2020-02-19,50,5.6098734874,,,,,
01087,Macon County,AL,2020-02-19,50,5.1372859251,,,,,
01093,Marion County,AL,2020-02-19,50,4.9314320932,,,,,
01047,Dallas County,AL,2020-02-19,50,5.5749045031,,,,,
01001,Autauga County,AL,2020-02-19,50,5.6711326442,,0.0,,,
01049,DeKalb County,AL,2020-02-19,50,4.5502313582,,,,,
01003,Baldwin County,AL,2020-02-19,50,5.0282228422,,0.0,,,
01091,Marengo County,AL,2020-02-19,50,5.4426790672,,,,,
01011,Bullock County,AL,2020-02-19,50,5.0142230088,,,,,
01083,Limestone County,AL,2020-02-19,50,4.3934983975,,0.0,,,
01041,Crenshaw County,AL,2020-02-19,50,5.0482568803,,,,,
01053,Escambia County,AL,2020-02-19,50,5.3499778239,,,,,
01013,Butler County,AL,2020-02-19,50,5.2715232875,,,,,
01081,Lee County,AL,2020-02-19,50,4.5618228613,,0.0,,,
01085,Lowndes County,AL,2020-02-19,50,5.4820705494,,,,,
01043,Cullman County,AL,2020-02-19,50,4.7949846825,,0.0,,,
01037,Coosa County,AL,2020-02-20,51,5.0655094509,,,,,
01125,Tuscaloosa County,AL,2020-02-20,51,5.1925361815,,0.0,,,
01047,Dallas County,AL,2020-02-20,51,5.7380336325,,,,,
01129,Washington County,AL,2020-02-20,51,4.7136082247,,,,,
01033,Colbert County,AL,2020-02-20,51,5.1659201088,,0.0,,,
01043,Cullman County,AL,2020-02-20,51,4.9716880071,,0.0,,,
01131,Wilcox County,AL,2020-02-20,51,5.7587580282,,,,,
01041,Crenshaw County,AL,2020-02-20,51,4.9680451148,,,,,
01127,Walker County,AL,2020-02-20,51,4.8336434084,,,,,
01045,Dale County,AL,2020-02-20,51,4.9427263369,,0.0,,,
01133,Winston County,AL,2020-02-20,51,4.5091531708,,,,,
01035,Conecuh County,AL,2020-02-20,51,5.2218938438,,,,,
01039,Covington County,AL,2020-02-20,51,4.8306975298,,,,,
01011,Bullock County,AL,2020-02-20,51,4.946820903,,,,,
01009,Blount County,AL,2020-02-20,51,5.0203168261,,,,,
01015,Calhoun County,AL,2020-02-20,51,4.9179495145,,0.0,,,
01013,Butler County,AL,2020-02-20,51,5.2463996548,,,,,
01003,Baldwin County,AL,2020-02-20,51,4.6357674105,,0.0,,,
01001,Autauga County,AL,2020-02-20,51,5.640575151,,0.0,,,
01007,Bibb County,AL,2020-02-20,51,5.7730114514,,,,,
01005,Barbour County,AL,2020-02-20,51,4.7451162305,,,,,
01027,Clay County,AL,2020-02-20,51,5.0716791949,,,,,
01025,Clarke County,AL,2020-02-20,51,5.0423965436,,,,,
01031,Coffee County,AL,2020-02-20,51,4.837931793,,0.0,,,
01029,Cleburne County,AL,2020-02-20,51,4.6922584286,,,,,
01019,Cherokee County,AL,2020-02-20,51,4.507251726,,0.0,,,
01017,Chambers County,AL,2020-02-20,51,4.6413216302,,,,,
01023,Choctaw County,AL,2020-02-20,51,4.8838094959,,,,,
01021,Chilton County,AL,2020-02-20,51,5.7370109962,,,,,
01065,Hale County,AL,2020-02-20,51,5.7362515033,,,,,
01113,Russell County,AL,2020-02-20,51,4.7350612282,,0.0,,,
01111,Randolph County,AL,2020-02-20,51,4.8459778089,,0.0,,,
01101,Montgomery County,AL,2020-02-20,51,4.9522097943,,0.0,,,
01083,Limestone County,AL,2020-02-20,51,4.3116786217,,0.0,,,
01067,Henry County,AL,2020-02-20,51,4.7965830123,,,,,
01099,Monroe County,AL,2020-02-20,51,5.4381431766,,,,,
01061,Geneva County,AL,2020-02-20,51,4.9163416551,,,,,
01115,St. Clair County,AL,2020-02-20,51,4.819603032,,0.0,,,
01087,Macon County,AL,2020-02-20,51,5.117941847,,,,,
01085,Lowndes County,AL,2020-02-20,51,5.4128726877,,,,,
01063,Greene County,AL,2020-02-20,51,5.3716810996,,,,,
01079,Lawrence County,AL,2020-02-20,51,4.4051142192,,,,,
01075,Lamar County,AL,2020-02-20,51,4.497254874,,,,,
01107,Pickens County,AL,2020-02-20,51,5.3388585913,,,,,
01105,Perry County,AL,2020-02-20,51,5.8640608306,,,,,
01077,Lauderdale County,AL,2020-02-20,51,5.291450869,,0.0,,,
01073,Jefferson County,AL,2020-02-20,51,5.4080789465,,0.0,,,
01069,Houston County,AL,2020-02-20,51,4.7445236299,,0.0,,,
01103,Morgan County,AL,2020-02-20,51,4.5200571303,,0.0,,,
01109,Pike County,AL,2020-02-20,51,4.9605537037,,,,,
01071,Jackson County,AL,2020-02-20,51,3.7219495738,,,,,
01081,Lee County,AL,2020-02-20,51,4.4321540265,,0.0,,,
01091,Marengo County,AL,2020-02-20,51,5.3124052681,,,,,
01121,Talladega County,AL,2020-02-20,51,4.9344877832,,0.0,,,
01053,Escambia County,AL,2020-02-20,51,5.2110131676,,,,,
01055,Etowah County,AL,2020-02-20,51,4.4398757342,,0.0,,,
01097,Mobile County,AL,2020-02-20,51,4.9377578007,,0.0,,,
01049,DeKalb County,AL,2020-02-20,51,4.5532213979,,,,,
01093,Marion County,AL,2020-02-20,51,4.4855758967,,,,,
01051,Elmore County,AL,2020-02-20,51,5.0208052454,,0.0,,,
01123,Tallapoosa County,AL,2020-02-20,51,5.1309160395,,,,,
01095,Marshall County,AL,2020-02-20,51,4.3993998686,,0.0,,,
01089,Madison County,AL,2020-02-20,51,4.3053475828,,0.0,,,
01059,Franklin County,AL,2020-02-20,51,4.7156768348,,,,,
01117,Shelby County,AL,2020-02-20,51,5.4346020321,,0.0,,,
01119,Sumter County,AL,2020-02-20,51,5.3475561689,,,,,
01057,Fayette County,AL,2020-02-20,51,4.9194571973,,,,,
01065,Hale County,AL,2020-02-21,52,5.29311321,,,,,
01069,Houston County,AL,2020-02-21,52,4.5376996293,,0.0,,,
01067,Henry County,AL,2020-02-21,52,4.5960478135,,,,,
01059,Franklin County,AL,2020-02-21,52,4.5525583166,,,,,
01063,Greene County,AL,2020-02-21,52,5.0319082096,,,,,
01061,Geneva County,AL,2020-02-21,52,4.8080671652,,,,,
01077,Lauderdale County,AL,2020-02-21,52,5.2447972826,,0.0,,,
01079,Lawrence County,AL,2020-02-21,52,4.1159723207,,,,,
01081,Lee County,AL,2020-02-21,52,4.2961811803,,0.0,,,
01071,Jackson County,AL,2020-02-21,52,3.679771641,,,,,
01075,Lamar County,AL,2020-02-21,52,4.3236376106,,,,,
01073,Jefferson County,AL,2020-02-21,52,5.4628895308,,0.0,,,
01057,Fayette County,AL,2020-02-21,52,4.7364292871,,,,,
01041,Crenshaw County,AL,2020-02-21,52,4.7316014903,,,,,
01039,Covington County,AL,2020-02-21,52,4.5373019603,,,,,
01043,Cullman County,AL,2020-02-21,52,5.0431108264,,0.0,,,
01033,Colbert County,AL,2020-02-21,52,5.095239427,,0.0,,,
01035,Conecuh County,AL,2020-02-21,52,4.9167759824,,,,,
01037,Coosa County,AL,2020-02-21,52,4.7841290195,,,,,
01053,Escambia County,AL,2020-02-21,52,4.8453081025,,,,,
01051,Elmore County,AL,2020-02-21,52,4.7376272745,,0.0,,,
01055,Etowah County,AL,2020-02-21,52,4.5329742399,,0.0,,,
01047,Dallas County,AL,2020-02-21,52,5.2292788537,,,,,
01045,Dale County,AL,2020-02-21,52,4.7359023363,,0.0,,,
01049,DeKalb County,AL,2020-02-21,52,4.5081256223,,,,,
01115,St. Clair County,AL,2020-02-21,52,4.9128526724,,0.0,,,
01119,Sumter County,AL,2020-02-21,52,4.9677708956,,,,,
01117,Shelby County,AL,2020-02-21,52,5.453740659,,0.0,,,
01109,Pike County,AL,2020-02-21,52,4.752994409,,,,,
01113,Russell County,AL,2020-02-21,52,4.5505515667,,0.0,,,
01111,Randolph County,AL,2020-02-21,52,4.7654823733,,0.0,,,
01127,Walker County,AL,2020-02-21,52,4.7264992467,,,,,
01133,Winston County,AL,2020-02-21,52,4.3466490114,,,,,
01129,Washington County,AL,2020-02-21,52,4.2514758056,,,,,
01131,Wilcox County,AL,2020-02-21,52,5.2634409779,,,,,
01121,Talladega County,AL,2020-02-21,52,4.8129400314,,0.0,,,
01125,Tuscaloosa County,AL,2020-02-21,52,5.0378987108,,0.0,,,
